ply,fullmove,side,clock_in_ms,budget_ms,used_ms,clock_out_ms,depth,nodes,fen
253,136,w,6639.4,698.8,594.4,6045.0,20,1464841,6R1/8/8/8/8/3K4/1r2Bk1p/8 w - - 73 136
254,136,b,6381.1,687.2,584.5,5796.6,20,1438464,5R2/8/8/8/8/3K4/1r2Bk1p/8 b - - 74 136
255,137,w,6545.0,694.5,590.7,5954.3,20,1520128,5R2/8/8/8/8/3K4/1r2B2p/6k1 w - - 75 137
256,137,b,6296.6,683.3,581.3,5715.3,24,1465880,6R1/8/8/8/8/3K4/1r2B2p/6k1 b - - 76 137
257,138,w,6454.3,690.4,587.2,5867.0,20,1463555,6R1/8/8/8/8/3K4/1r2Bk1p/8 w - - 77 138
258,138,b,6215.3,679.7,578.4,5636.8,20,1385222,5R2/8/8/8/8/3K4/1r2Bk1p/8 b - - 78 138
259,139,w,6367.0,686.5,584.0,5783.1,21,1472007,5R2/8/8/8/8/3K4/1r2B2p/6k1 w - - 79 139
260,139,b,6136.8,676.2,575.1,5561.7,24,1460736,6R1/8/8/8/8/3K4/1r2B2p/6k1 b - - 80 139
261,140,w,6283.1,682.7,580.7,5702.4,20,1456387,6R1/8/8/8/8/3K4/1r2Bk1p/8 w - - 81 140
262,140,b,6061.7,672.8,572.3,5489.4,20,1373952,5R2/8/8/8/8/3K4/1r2Bk1p/8 b - - 82 140
263,141,w,6202.4,679.1,577.6,5624.8,21,1448455,5R2/8/8/8/8/3K4/1r2B2p/6k1 w - - 83 141
264,141,b,5989.4,669.5,411.1,5578.3,24,992189,6R1/8/8/8/8/3K4/1r2B2p/6k1 b - - 84 141
265,142,w,6124.8,675.6,574.7,5550.1,20,1366528,6R1/8/8/8/8/3K4/1r2Bk1p/8 w - - 85 142
266,142,b,6078.3,673.5,572.9,5505.4,20,1440000,5R2/8/8/8/8/3K4/1r2Bk1p/8 b - - 86 142
267,143,w,6050.1,672.3,554.4,5495.7,17,1323448,5R2/8/8/8/8/3K4/1r2B1kp/8 w - - 87 143
268,143,b,6005.4,670.2,570.1,5435.3,18,1338624,6R1/8/8/8/8/3K4/1r2B1kp/8 b - - 88 143
269,144,w,5995.7,669.8,569.8,5425.9,20,1384194,6R1/8/8/8/8/3K4/1r2Bk1p/8 w - - 89 144
270,144,b,5935.3,667.1,567.4,5367.9,20,1389056,5R2/8/8/8/8/3K4/1r2Bk1p/8 b - - 90 144
271,145,w,5925.9,666.7,567.0,5358.9,21,1444102,5R2/8/8/8/8/3K4/1r2B2p/6k1 w - - 91 145
272,145,b,5867.9,664.1,430.1,5437.7,24,1040339,6R1/8/8/8/8/3K4/1r2B2p/6k1 b - - 92 145
273,146,w,5858.9,663.7,451.2,5407.8,20,1109466,6R1/8/8/8/8/3K4/1r2Bk1p/8 w - - 93 146
274,146,b,5937.7,667.2,567.6,5370.2,21,1383424,5R2/8/8/8/8/3K4/1r2Bk1p/8 b - - 94 146
275,147,w,5907.8,665.8,566.3,5341.4,21,1433351,5R2/8/8/8/8/3K4/1r2B2p/6k1 w - - 95 147
276,147,b,5870.2,664.2,555.0,5315.2,25,1338110,6R1/8/8/8/8/3K4/1r2B2p/6k1 b - - 96 147
